away_final_score,away_team,g_id,home_final_score,home_team
1,oak,201502357.0,8,ana
1,was,201502358.0,2,atl
9,bos,201502359.0,5,nya
10,chn,201502360.0,3,cin
1,col,201502361.0,3,ari
2,det,201502362.0,6,tex
7,hou,201502363.0,6,sea
5,kca,201502364.0,3,cha
0,lan,201502365.0,5,sfn
4,mia,201502366.0,6,tba
5,mil,201502367.0,0,sdn
7,min,201502368.0,1,cle
2,min,201502369.0,10,cle
5,nyn,201502370.0,7,phi
8,oak,201502371.0,7,ana
2,sln,201502372.0,8,pit
11,sln,201502373.0,1,pit
15,tor,201502374.0,2,bal
1,tor,201502375.0,8,bal
0,was,201502376.0,2,atl
3,ana,201502377.0,5,tex
1,bos,201502378.0,4,nya
5,chn,201502379.0,3,cin
6,col,201502380.0,8,ari
6,kca,201502381.0,4,cha
3,lan,201502382.0,2,sfn
1,mia,201502383.0,4,tba
1,mil,201502384.0,3,sdn
4,min,201502385.0,2,cle
0,nyn,201502386.0,3,phi
4,tor,201502387.0,6,bal
3,was,201502388.0,0,atl
2,ana,201502389.0,1,tex
2,bos,201502390.0,8,cle
6,chn,201502391.0,1,mil
4,cin,201502392.0,6,pit
9,col,201502393.0,3,sfn
1,det,201502394.0,2,cha
21,hou,201502395.0,5,ari
3,kca,201502396.0,1,min
4,oak,201502397.0,2,sea
2,sdn,201502398.0,6,lan
0,sln,201502399.0,4,atl
8,tor,201502400.0,4,tba
11,ana,201502401.0,10,tex
0,bos,201502402.0,2,cle
1,chn,201502403.0,0,mil
3,cin,201502404.0,1,pit
2,col,201502405.0,3,sfn
3,det,201502406.0,4,cha
6,hou,201502407.0,2,ari
5,kca,201502408.0,1,min
7,mia,201502409.0,6,phi
5,mia,201502410.0,2,phi
2,nya,201502411.0,9,bal
3,nya,201502412.0,4,bal
7,oak,201502413.0,5,sea
1,sdn,201502414.0,2,lan
3,tor,201502415.0,4,tba
3,was,201502416.0,1,nyn
2,was,201502417.0,0,nyn
2,ana,201502418.0,9,tex
1,bos,201502419.0,3,cle
3,chn,201502420.0,1,mil
0,cin,201502421.0,4,pit
7,col,201502422.0,3,sfn
6,det,201502423.0,0,cha
3,hou,201502424.0,5,ari
6,kca,201502425.0,1,min
2,mia,201502426.0,7,phi
4,nya,201502427.0,9,bal
2,oak,201502428.0,3,sea
3,sdn,201502429.0,6,lan
0,sln,201502430.0,6,atl
0,sln,201502431.0,2,atl
3,tor,201502432.0,12,tba
0,was,201502433.0,1,nyn
4,chn,201600001.0,6,ana
3,nyn,201600002.0,4,kca
1,sln,201600003.0,4,pit
5,tor,201600004.0,3,tba
4,cha,201600005.0,3,oak
9,chn,201600006.0,0,ana
10,col,201600007.0,5,ari
15,lan,201600008.0,0,sdn
2,min,201600009.0,3,bal
2,phi,201600010.0,6,cin
2,sea,201600011.0,3,tex
12,sfn,201600012.0,3,mil
5,tor,201600013.0,3,tba
4,was,201600014.0,3,atl
6,bos,201600015.0,2,cle
5,cha,201600016.0,4,oak
6,chn,201600017.0,1,ana
6,col,201600018.0,11,ari
8,det,201600019.0,7,mia
5,hou,201600020.0,3,nya
3,lan,201600021.0,0,sdn
2,nyn,201600022.0,0,kca
10,sea,201600023.0,2,tex
2,sfn,201600024.0,1,mil
5,sln,201600025.0,6,pit
2,tor,201600026.0,3,tba
6,bos,201600027.0,7,cle
1,cha,201600028.0,2,oak
4,col,201600029.0,3,ari
7,det,201600030.0,3,mia
6,hou,201600031.0,16,nya
7,lan,201600032.0,0,sdn
2,min,201600033.0,4,bal
2,phi,201600034.0,3,cin
9,sea,201600035.0,5,tex
3,sfn,201600036.0,4,mil
1,sln,201600037.0,5,pit
3,tor,201600038.0,5,tba
3,was,201600039.0,1,atl
6,cha,201600040.0,1,oak
14,chn,201600041.0,6,ari
5,hou,201600042.0,8,nya
6,lan,201600043.0,12,sfn
6,mia,201600044.0,4,was
2,min,201600045.0,4,bal
6,phi,201600046.0,10,cin
3,tex,201600047.0,4,ana
8,bos,201600048.0,7,tor
2,chn,201600049.0,3,ari
7,cle,201600050.0,1,cha
4,hou,201600051.0,6,mil
2,lan,201600052.0,3,sfn
3,min,201600053.0,4,kca
0,nya,201600054.0,4,det
3,oak,201600055.0,2,sea
2,phi,201600056.0,7,nyn
6,pit,201600057.0,5,cin
13,sdn,201600058.0,6,col
7,sln,201600059.0,4,atl
1,tba,201600060.0,6,bal
7,tex,201600061.0,3,ana
8,bos,201600062.0,4,tor
4,chn,201600063.0,2,ari
3,cle,201600064.0,7,cha
6,hou,201600065.0,4,mil
3,lan,201600066.0,2,sfn
0,min,201600067.0,7,kca
8,nya,201600068.0,4,det
6,oak,201600069.0,1,sea
1,phi,201600070.0,0,nyn
1,pit,201600071.0,5,cin
16,sdn,201600072.0,3,col
12,sln,201600073.0,2,atl
4,tex,201600074.0,1,ana
0,bos,201600075.0,3,tor
7,chn,201600076.0,3,ari
2,hou,201600077.0,3,mil
6,lan,201600078.0,9,sfn
2,mia,201600079.0,4,was
3,min,201600080.0,3,kca
2,oak,201600081.0,1,sea
5,phi,201600082.0,2,nyn
1,pit,201600083.0,2,cin
3,sdn,201600084.0,6,col
12,sln,201600085.0,7,atl
3,tba,201600086.0,5,bal
1,tex,201600087.0,3,ana
4,ana,201600088.0,1,oak
4,atl,201600089.0,6,was
9,bal,201600090.0,7,bos
4,cha,201600091.0,1,min
3,cin,201600092.0,5,chn
2,kca,201600093.0,8,hou
10,mia,201600094.0,3,nyn
1,mil,201600095.0,10,sln
7,pit,201600096.0,4,det
4,sdn,201600097.0,3,phi
7,tex,201600098.0,3,sea
5,ana,201600099.0,4,oak
4,ari,201600100.0,2,lan
1,atl,201600101.0,2,was
9,bal,201600102.0,5,bos
1,cle,201600103.0,5,tba
3,kca,201600104.0,2,hou
2,mia,201600105.0,1,nyn
3,nya,201600106.0,2,tor
2,pit,201600107.0,8,det
0,sdn,201600108.0,3,phi
7,sfn,201600109.0,2,col
8,tex,201600110.0,0,sea
5,ana,201600111.0,1,oak
1,ari,201600112.0,3,lan
0,atl,201600113.0,3,was
2,bal,201600114.0,4,bos
3,cha,201600115.0,0,min
2,cin,201600116.0,9,chn
4,cle,201600117.0,1,tba
7,det,201600118.0,3,pit
4,kca,201600119.0,2,hou
1,mia,201600120.0,2,nyn
6,mil,201600121.0,4,sln
2,nya,201600122.0,7,tor
1,sdn,201600123.0,2,phi
6,sfn,201600124.0,10,col
2,tex,201600125.0,4,sea
2,ari,201600126.0,5,lan
2,atl,201600127.0,6,was
3,bal,201600128.0,6,tex
3,cha,201600129.0,1,min
1,cin,201600130.0,8,chn
6,cle,201600131.0,0,tba
7,det,201600132.0,4,pit
6,kca,201600133.0,2,hou
0,mil,201600134.0,7,sln
2,nya,201600135.0,4,tor
0,sdn,201600136.0,3,phi
6,sfn,201600137.0,11,col
4,ana,201600138.0,5,min
3,ari,201600139.0,2,sdn
6,atl,201600140.0,3,mia
11,bal,201600141.0,5,tex
1,cha,201600142.0,0,tba
3,cin,201600143.0,14,sln
6,col,201600144.0,1,chn
0,det,201600145.0,1,hou
4,kca,201600146.0,2,oak
8,mil,201600147.0,4,pit
6,nyn,201600148.0,5,cle
7,sea,201600149.0,1,nya
3,sfn,201600150.0,7,lan
3,tor,201600151.0,5,bos
9,was,201600152.0,1,phi
4,ana,201600153.0,6,min
3,ari,201600154.0,5,sdn
6,atl,201600155.0,4,mia
4,bal,201600156.0,8,tex
2,cha,201600157.0,7,tba
9,cin,201600158.0,8,sln
2,col,201600159.0,6,chn
5,det,201600160.0,3,hou
3,kca,201600161.0,5,oak
0,mil,201600162.0,5,pit
5,nyn,201600163.0,7,cle
3,sea,201600164.0,2,nya
4,sfn,201600165.0,3,lan
2,tor,201600166.0,4,bos
8,was,201600167.0,1,phi
2,ana,201600168.0,3,min
7,ari,201600169.0,3,sdn
6,atl,201600170.0,5,mia
2,cha,201600171.0,3,tba
3,cin,201600172.0,4,sln
2,col,201600173.0,0,chn
4,det,201600174.0,5,hou
2,kca,201600175.0,3,oak
3,mil,201600176.0,9,pit
6,nyn,201600177.0,0,cle
3,sea,201600178.0,4,nya
1,sfn,201600179.0,3,lan
5,tor,201600180.0,3,bos
2,was,201600181.0,3,phi
7,ana,201600182.0,0,cha
9,ari,201600183.0,7,sfn
5,chn,201600184.0,0,sln
5,col,201600185.0,1,cin
4,mil,201600186.0,7,min
5,nyn,201600187.0,2,phi
4,tor,201600188.0,3,bos
1,was,201600189.0,6,mia
0,ana,201600190.0,5,cha
3,ari,201600191.0,0,sfn
2,chn,201600192.0,1,sln
3,col,201600193.0,4,cin
6,det,201600194.0,8,kca
5,hou,201600195.0,7,tex
1,lan,201600196.0,8,atl
6,mil,201600197.0,5,min
11,nyn,201600198.0,1,phi
3,oak,201600199.0,2,nya
4,pit,201600200.0,5,sdn
2,sea,201600201.0,3,cle
3,tba,201600202.0,0,bos
4,tor,201600203.0,3,bal
7,was,201600204.0,0,mia
1,ana,201600205.0,2,cha
2,ari,201600206.0,1,sfn
3,chn,201600207.0,5,sln
5,col,201600208.0,6,cin
3,det,201600209.0,2,kca
1,hou,201600210.0,2,tex
5,lan,201600211.0,3,atl
5,min,201600212.0,10,mil
4,nyn,201600213.0,5,phi
5,oak,201600214.0,2,nya
2,pit,201600215.0,8,sdn
2,sea,201600216.0,1,cle
3,tba,201600217.0,7,bos
3,tor,201600218.0,3,bal
3,was,201600219.0,1,mia
3,ana,201600220.0,2,cha
6,ari,201600221.0,2,sfn
16,chn,201600222.0,0,cin
0,det,201600223.0,4,kca
4,hou,201600224.0,7,tex
2,lan,201600225.0,1,atl
8,min,201600226.0,1,mil
7,oak,201600227.0,3,nya
11,pit,201600228.0,1,sdn
10,sea,201600229.0,7,cle
12,tba,201600230.0,8,bos
2,tor,201600231.0,3,bal
1,was,201600232.0,5,mia
2,bal,201600233.0,4,kca
6,bos,201600234.0,2,hou
8,chn,201600235.0,1,cin
2,cle,201600236.0,1,det
5,lan,201600237.0,7,col
1,mia,201600238.0,8,sfn
4,min,201600239.0,8,was
6,nyn,201600240.0,3,atl
8,oak,201600241.0,5,tor
5,phi,201600242.0,2,mil
8,pit,201600243.0,7,ari
5,sea,201600244.0,2,ana
1,sln,201600245.0,4,sdn
3,tba,201600246.0,6,nya
0,tex,201600247.0,5,cha
8,bal,201600248.0,3,kca
3,bos,201600249.0,8,hou
5,chn,201600250.0,13,cin
10,cle,201600251.0,1,det
4,lan,201600252.0,1,col
2,mia,201600253.0,7,sfn
0,min,201600254.0,2,was
8,nyn,201600255.0,2,atl
3,oak,201600256.0,9,tor
10,phi,201600257.0,6,mil
1,pit,201600258.0,7,ari
2,sea,201600259.0,4,ana
11,sln,201600260.0,2,sdn
2,tba,201600261.0,3,nya
3,tex,201600262.0,4,cha
1,bal,201600263.0,6,kca
7,bos,201600264.0,5,hou
9,chn,201600265.0,0,cin
6,cle,201600266.0,3,det
12,lan,201600267.0,10,col
5,mia,201600268.0,4,sfn
5,min,201600269.0,6,was
3,nyn,201600270.0,2,atl
3,oak,201600271.0,6,tor
5,phi,201600272.0,8,mil
12,pit,201600273.0,10,ari
9,sea,201600274.0,4,ana
8,sln,201600275.0,5,sdn
8,tba,201600276.0,1,nya
1,tex,201600277.0,4,cha
0,bal,201600278.0,2,tba
1,bos,201600279.0,0,atl
7,cha,201600280.0,5,tor
3,cin,201600281.0,5,nyn
3,cle,201600282.0,4,min
2,hou,201600283.0,3,sea
1,kca,201600284.0,6,ana
3,mia,201600285.0,2,lan
3,nya,201600286.0,1,tex
3,oak,201600287.0,7,det
6,pit,201600288.0,1,col
4,sdn,201600289.0,5,sfn
7,sln,201600290.0,12,ari
1,bal,201600291.0,3,tba
11,bos,201600292.0,4,atl
10,cha,201600293.0,1,tor
3,cin,201600294.0,4,nyn
5,cle,201600295.0,6,min
1,hou,201600296.0,11,sea
4,kca,201600297.0,9,ana
6,mia,201600298.0,3,lan
3,mil,201600299.0,4,chn
1,nya,201600300.0,10,tex
5,oak,201600301.0,1,det
4,phi,201600302.0,3,was
9,pit,201600303.0,4,col
0,sdn,201600304.0,1,sfn
8,sln,201600305.0,2,ari
4,atl,201600306.0,9,bos
3,bal,201600307.0,1,tba
4,cha,201600308.0,0,tor
2,cin,201600309.0,5,nyn
6,cle,201600310.0,5,min
7,hou,201600311.0,4,sea
2,kca,201600312.0,4,ana
2,mia,201600313.0,0,lan
2,nya,201600314.0,3,tex
4,oak,201600315.0,9,det
3,phi,201600316.0,0,was
9,pit,201600317.0,8,col
9,sdn,201600318.0,13,sfn
11,sln,201600319.0,4,ari
5,atl,201600320.0,3,bos
2,cha,201600321.0,10,bal
5,mia,201600322.0,3,lan
2,mil,201600323.0,7,chn
3,oak,201600324.0,7,det
3,phi,201600325.0,0,was
0,sln,201600326.0,3,ari
2,ana,201600327.0,4,tex
1,atl,201600328.0,6,chn
3,cha,201600329.0,6,bal
1,cin,201600330.0,4,pit
3,cle,201600331.0,4,phi
9,col,201600332.0,0,ari
9,det,201600333.0,2,min
4,hou,201600334.0,7,oak
0,kca,201600335.0,1,sea
6,mia,201600336.0,3,mil
2,nya,201600337.0,4,bos
5,sdn,201600338.0,1,lan
1,sfn,201600339.0,13,nyn
6,tor,201600340.0,1,tba
5,was,201600341.0,4,sln
2,ana,201600342.0,7,tex
8,cha,201600343.0,7,bal
1,cin,201600344.0,5,pit
3,cle,201600345.0,4,phi
5,col,201600346.0,2,ari
4,det,201600347.0,1,min
0,hou,201600348.0,2,oak
0,kca,201600349.0,6,sea
7,mia,201600350.0,5,mil
0,nya,201600351.0,8,bos
5,sdn,201600352.0,2,lan
5,sfn,201600353.0,6,nyn
3,tor,201600354.0,4,tba
6,was,201600355.0,1,sln
9,ana,201600356.0,6,tex
4,atl,201600357.0,3,chn
7,cha,201600358.0,1,bal
6,cin,201600359.0,5,pit
1,cle,201600360.0,2,phi
6,col,201600361.0,3,ari
6,det,201600362.0,5,min
2,hou,201600363.0,1,oak
4,kca,201600364.0,1,sea
5,mia,201600365.0,14,mil
7,nya,201600366.0,8,bos
0,sdn,201600367.0,1,lan
6,sfn,201600368.0,1,nyn
5,tor,201600369.0,1,tba
6,was,201600370.0,1,sln
5,ana,201600371.0,8,mil
1,atl,201600372.0,4,nyn
7,chn,201600373.0,2,pit
1,col,201600374.0,2,sdn
6,min,201600375.0,2,hou
3,phi,201600376.0,10,sln
4,sea,201600377.0,3,oak
9,sfn,201600378.0,6,cin
2,tex,201600379.0,1,tor
2,was,201600380.0,0,kca
4,ana,201600381.0,5,mil
4,ari,201600382.0,7,mia
3,atl,201600383.0,0,nyn
1,bos,201600384.0,4,cha
7,chn,201600385.0,1,pit
3,col,201600386.0,6,sdn
3,det,201600387.0,7,cle
10,lan,201600388.0,5,tba
4,min,201600389.0,6,hou
1,nya,201600390.0,4,bal
1,phi,201600391.0,0,sln
8,sea,201600392.0,2,oak
3,sfn,201600393.0,1,cin
1,tex,201600394.0,3,tor
6,was,201600395.0,7,kca
7,ana,201600396.0,3,mil
3,ari,201600397.0,4,mia
0,atl,201600398.0,8,nyn
5,bos,201600399.0,2,cha
6,chn,201600400.0,2,pit
2,col,201600401.0,0,sdn
0,det,201600402.0,4,cle
5,lan,201600403.0,8,tba
4,min,201600404.0,16,hou
7,nya,201600405.0,0,bal
4,phi,201600406.0,5,sln
9,sea,201600407.0,8,oak
4,sfn,201600408.0,7,cin
3,tex,201600409.0,4,tor
13,was,201600410.0,2,kca
0,ari,201600411.0,4,mia
7,bos,201600412.0,3,cha
17,col,201600413.0,7,sfn
4,det,201600414.0,9,cle
5,mil,201600415.0,9,cin
0,nya,201600416.0,1,bal
3,nyn,201600417.0,5,sdn
0,phi,201600418.0,4,sln
6,sea,201600419.0,3,hou
2,tex,201600420.0,12,tor
2,was,201600421.0,5,chn
7,ari,201600422.0,2,atl
2,bos,201600423.0,3,nya
4,col,201600424.0,6,sfn
1,kca,201600425.0,7,cle
2,lan,201600426.0,5,tor
1,mil,201600427.0,5,cin
4,min,201600428.0,10,cha
0,nyn,201600429.0,2,sdn
4,phi,201600430.0,6,mia
4,pit,201600431.0,2,sln
3,sea,201600432.0,6,hou
5,tba,201600433.0,2,ana
5,tex,201600434.0,1,det
6,was,201600435.0,8,chn
4,ari,201600436.0,2,atl
2,bos,201600437.0,8,nya
1,col,201600438.0,2,sfn
7,kca,201600439.0,0,cle
6,lan,201600440.0,2,tor
13,mil,201600441.0,7,cin
2,min,201600442.0,7,cha
6,nyn,201600443.0,3,sdn
8,oak,201600444.0,4,bal
2,oak,201600445.0,5,bal
4,phi,201600446.0,3,mia
4,pit,201600447.0,6,sln
3,sea,201600448.0,2,hou
4,tba,201600449.0,2,ana
10,tex,201600450.0,5,det
5,was,201600451.0,8,chn
5,ari,201600452.0,3,atl
5,bos,201600453.0,1,nya
2,col,201600454.0,0,sfn
4,kca,201600455.0,5,cle
4,lan,201600456.0,2,tor
5,mil,201600457.0,4,cin
1,min,201600458.0,3,cha
4,nyn,201600459.0,3,sdn
3,oak,201600460.0,11,bal
6,phi,201600461.0,5,mia
10,pit,201600462.0,5,sln
1,sea,201600463.0,5,hou
3,tba,201600464.0,1,ana
8,tex,201600465.0,3,det
3,was,201600466.0,4,chn
10,ari,201600467.0,5,col
8,cha,201600468.0,4,tex
1,cle,201600469.0,7,hou
4,det,201600470.0,5,was
3,kca,201600471.0,6,nya
1,mil,201600472.0,4,mia
4,nyn,201600473.0,2,lan
7,oak,201600474.0,14,bos
2,pit,201600475.0,3,cin
2,tba,201600476.0,5,sea
3,tor,201600477.0,1,sfn
5,ari,201600478.0,1,col
5,bal,201600479.0,3,min
11,cha,201600480.0,13,tex
4,cle,201600481.0,0,hou
5,det,201600482.0,4,was
7,kca,201600483.0,10,nya
10,mil,201600484.0,2,mia
2,nyn,201600485.0,3,lan
5,oak,201600486.0,13,bos
3,phi,201600487.0,2,atl
7,sdn,201600488.0,8,chn
8,sln,201600489.0,1,ana
4,tba,201600490.0,6,sea
4,tor,201600491.0,0,sfn
7,ari,201600492.0,8,col
9,bal,201600493.0,2,min
5,cha,201600494.0,6,tex
3,cle,201600495.0,5,hou
2,det,201600496.0,3,was
7,kca,201600497.0,3,nya
2,mil,201600498.0,3,mia
4,nyn,201600499.0,3,lan
3,oak,201600500.0,13,bos
1,phi,201600501.0,5,atl
5,pit,201600502.0,4,cin
7,sdn,201600503.0,4,chn
1,sdn,201600504.0,0,chn
5,sln,201600505.0,2,ana
5,tba,201600506.0,6,sea
4,tor,201600507.0,5,sfn
5,det,201600508.0,7,bal
1,hou,201600509.0,11,bos
3,kca,201600510.0,7,nya
0,nyn,201600511.0,5,lan
7,phi,201600512.0,4,atl
3,sdn,201600513.0,0,mil
4,sfn,201600514.0,2,ari
12,sln,201600515.0,10,ana
7,ana,201600516.0,6,sea
1,atl,201600517.0,5,kca
7,cha,201600518.0,1,nya
2,cin,201600519.0,3,phi
0,det,201600520.0,1,bal
7,hou,201600521.0,6,bos
3,mia,201600522.0,5,was
6,min,201600523.0,7,cle
2,nyn,201600524.0,5,col
6,oak,201600525.0,3,tba
4,pit,201600526.0,9,chn
0,sdn,201600527.0,1,mil
3,sfn,201600528.0,1,ari
4,sln,201600529.0,8,lan
5,tor,201600530.0,0,tex
9,ana,201600531.0,7,sea
5,atl,201600532.0,0,kca
1,cha,201600533.0,2,nya
3,cin,201600534.0,4,phi
3,det,201600535.0,9,bal
5,hou,201600536.0,6,bos
4,mia,201600537.0,6,was
7,mia,201600538.0,1,was
6,min,201600539.0,3,cle
4,nyn,201600540.0,7,col
0,oak,201600541.0,6,tba
2,pit,201600542.0,8,chn
8,sdn,201600543.0,7,mil
5,sfn,201600544.0,3,ari
3,sln,201600545.0,5,lan
5,tor,201600546.0,6,tex
3,ana,201600547.0,0,sea
2,atl,201600548.0,4,kca
5,cha,201600549.0,7,nya
9,cin,201600550.0,4,phi
6,det,201600551.0,5,bal
9,hou,201600552.0,10,bos
5,mia,201600553.0,1,was
5,min,201600554.0,1,cle
3,nyn,201600555.0,4,col
7,oak,201600556.0,6,tba
2,pit,201600557.0,1,chn
2,sdn,201600558.0,3,mil
2,sfn,201600559.0,1,ari
5,sln,201600560.0,2,lan
6,tor,201600561.0,7,tex
7,ana,201600562.0,6,lan
5,atl,201600563.0,8,pit
6,cin,201600564.0,15,cle
5,mia,201600565.0,3,phi
8,min,201600566.0,10,det
2,nya,201600567.0,12,ari
13,tba,201600568.0,2,tor
1,tex,201600569.0,3,oak
1,ana,201600570.0,5,lan
9,atl,201600571.0,12,pit
4,bos,201600572.0,8,kca
2,chn,201600573.0,4,mil
1,cin,201600574.0,13,cle
3,col,201600575.0,1,sln
6,hou,201600576.0,5,cha
1,mia,201600577.0,3,phi
2,min,201600578.0,7,det
3,nya,201600579.0,5,ari
10,sea,201600580.0,0,bal
5,sfn,201600581.0,1,sdn
12,tba,201600582.0,2,tor
5,tex,201600583.0,8,oak
0,was,201600584.0,2,nyn
3,atl,201600585.0,1,pit
2,bos,201600586.0,3,kca
5,bos,201600587.0,2,kca
2,chn,201600588.0,1,mil
8,cle,201600589.0,7,cin
0,col,201600590.0,2,sln
5,hou,201600591.0,3,cha
1,lan,201600592.0,8,ana
2,mia,201600593.0,4,phi
3,min,201600594.0,6,det
4,nya,201600595.0,2,ari
2,sea,201600596.0,5,bal
2,sfn,201600597.0,1,sdn
6,tba,201600598.0,3,tor
1,tex,201600599.0,8,oak
7,was,201600600.0,1,nyn
2,atl,201600601.0,8,pit
3,chn,201600602.0,5,mil
7,cle,201600603.0,2,cin
7,col,201600604.0,13,sln
1,hou,201600605.0,2,cha
4,lan,201600606.0,7,ana
4,nya,201600607.0,1,oak
7,sea,201600608.0,2,bal
3,sfn,201600609.0,1,sdn
3,tor,201600610.0,2,min
9,was,201600611.0,1,nyn
11,ari,201600612.0,7,sln
7,atl,201600613.0,1,phi
9,bal,201600614.0,4,ana
8,chn,201600615.0,1,sfn
4,cle,201600616.0,2,bos
1,col,201600617.0,2,pit
4,kca,201600618.0,1,cha
6,lan,201600619.0,7,sdn
2,mil,201600620.0,3,nyn
8,nya,201600621.0,3,oak
8,sea,201600622.0,3,cin
7,tba,201600623.0,5,det
2,tex,201600624.0,1,hou
9,tor,201600625.0,3,min
4,was,201600626.0,1,mia
2,ari,201600627.0,6,sln
2,atl,201600628.0,0,phi
3,bal,201600629.0,1,ana
3,chn,201600630.0,5,sfn
1,cle,201600631.0,9,bos
5,col,201600632.0,1,pit
2,kca,201600633.0,1,cha
2,lan,201600634.0,3,sdn
4,mil,201600635.0,5,nyn
5,nya,201600636.0,1,oak
4,sea,201600637.0,0,cin
4,tba,201600638.0,5,det
2,tex,201600639.0,1,hou
3,tor,201600640.0,5,min
2,was,201600641.0,3,mia
7,ari,201600642.0,2,sln
0,atl,201600643.0,5,phi
2,bal,201600644.0,10,ana
0,chn,201600645.0,1,sfn
2,cle,201600646.0,5,bos
1,col,201600647.0,0,pit
2,kca,201600648.0,3,cha
9,lan,201600649.0,5,sdn
1,mil,201600650.0,3,nyn
5,nya,201600651.0,4,oak
5,sea,201600652.0,4,cin
4,tba,201600653.0,9,det
9,tex,201600654.0,2,hou
3,tor,201600655.0,1,min
8,was,201600656.0,2,mia
2,ana,201600657.0,0,tex
3,chn,201600658.0,4,sln
0,cin,201600659.0,1,lan
6,cle,201600660.0,7,cha
5,cle,201600661.0,1,cha
3,col,201600662.0,6,pit
10,kca,201600663.0,4,min
7,nyn,201600664.0,1,was
5,oak,201600665.0,0,sea
4,phi,201600666.0,5,det
0,sdn,201600667.0,1,sfn
6,tba,201600668.0,7,mia
1,ana,201600669.0,4,tex
1,ari,201600670.0,12,pit
2,bal,201600671.0,3,hou
12,chn,201600672.0,3,sln
2,cin,201600673.0,8,lan
6,cle,201600674.0,2,cha
3,col,201600675.0,8,bos
7,kca,201600676.0,4,min
2,mil,201600677.0,1,atl
4,nyn,201600678.0,7,was
5,oak,201600679.0,6,sea
1,phi,201600680.0,3,det
2,sdn,201600681.0,8,sfn
4,tba,201600682.0,3,mia
0,tor,201600683.0,6,nya
9,ana,201600684.0,15,tex
4,ari,201600685.0,5,pit
3,bal,201600686.0,4,hou
9,chn,201600687.0,8,sln
1,cin,201600688.0,3,lan
4,cle,201600689.0,3,cha
3,col,201600690.0,10,bos
5,kca,201600691.0,7,min
4,mia,201600692.0,3,tba
3,mil,201600693.0,2,atl
2,nyn,201600694.0,0,was
3,oak,201600695.0,13,sea
8,phi,201600696.0,5,det
3,sdn,201600697.0,4,sfn
8,tor,201600698.0,4,nya
3,ari,201600699.0,8,pit
2,bal,201600700.0,4,hou
8,col,201600701.0,2,bos
9,mia,201600702.0,1,tba
6,mil,201600703.0,2,atl
1,sln,201600704.0,2,was
3,tor,201600705.0,1,nya
6,bal,201600706.0,4,cle
5,bos,201600707.0,7,tor
5,cha,201600708.0,7,kca
5,cin,201600709.0,9,mil
4,det,201600710.0,1,oak
2,hou,201600711.0,7,ana
5,lan,201600712.0,6,nyn
2,mia,201600713.0,4,atl
7,min,201600714.0,2,sea
4,nya,201600715.0,1,tba
2,phi,201600716.0,6,chn
9,pit,201600717.0,1,tex
10,sdn,201600718.0,3,ari
2,sfn,201600719.0,5,col
6,sln,201600720.0,2,was
4,bal,201600721.0,11,cle
9,bos,201600722.0,10,tor
7,cha,201600723.0,8,kca
7,cin,201600724.0,6,mil
3,det,201600725.0,12,oak
4,hou,201600726.0,2,ana
9,lan,201600727.0,1,nyn
2,mia,201600728.0,7,atl
6,min,201600729.0,5,sea
5,nya,201600730.0,9,tba
1,phi,201600731.0,4,chn
2,pit,201600732.0,5,tex
7,sdn,201600733.0,8,ari
10,sfn,201600734.0,5,col
9,sln,201600735.0,4,was
6,bal,201600736.0,4,cle
5,bos,201600737.0,3,tor
4,cha,201600738.0,5,kca
4,cin,201600739.0,5,mil
2,det,201600740.0,4,oak
8,hou,201600741.0,6,ana
4,lan,201600742.0,2,nyn
7,mia,201600743.0,3,atl
5,min,201600744.0,4,sea
2,nya,201600745.0,1,tba
2,phi,201600746.0,7,chn
2,pit,201600747.0,6,tex
3,sdn,201600748.0,6,ari
8,sfn,201600749.0,3,col
2,sln,201600750.0,10,was
7,bos,201600751.0,2,bal
0,cha,201600752.0,1,nyn
11,cin,201600753.0,8,col
1,det,201600754.0,5,ana
8,hou,201600755.0,3,ari
0,lan,201600756.0,2,chn
2,min,201600757.0,3,oak
2,nya,201600758.0,4,tor
10,pit,201600759.0,0,mia
3,sdn,201600760.0,9,sea
3,sfn,201600761.0,5,atl
6,sln,201600762.0,0,mil
2,tba,201600763.0,6,kca
9,tex,201600764.0,2,cle
4,was,201600765.0,3,phi
6,bos,201600766.0,2,bal
6,cha,201600767.0,4,nyn
4,cin,201600768.0,17,col
9,det,201600769.0,11,ana
8,hou,201600770.0,5,ari
5,lan,201600771.0,0,chn
4,min,201600772.0,7,oak
1,nya,201600773.0,4,tor
1,pit,201600774.0,3,mia
4,sdn,201600775.0,16,sea
4,sfn,201600776.0,0,atl
10,sln,201600777.0,3,mil
5,tba,201600778.0,10,kca
7,tex,201600779.0,3,cle
5,was,201600780.0,1,phi
4,ari,201600781.0,5,hou
9,bos,201600782.0,13,bal
2,cha,201600783.0,1,nyn
7,cin,201600784.0,2,col
3,det,201600785.0,0,ana
1,lan,201600786.0,2,chn
1,min,201600787.0,5,oak
0,nya,201600788.0,7,tor
2,pit,201600789.0,3,mia
6,sea,201600790.0,14,sdn
4,sfn,201600791.0,5,atl
1,sln,201600792.0,3,mil
3,tba,201600793.0,6,kca
4,tex,201600794.0,5,cle
7,was,201600795.0,2,phi
3,ari,201600796.0,0,hou
7,bos,201600797.0,12,bal
11,cin,201600798.0,4,col
4,kca,201600799.0,5,cle
2,lan,201600800.0,7,chn
