away_final_score,away_team,g_id,home_final_score,home_team
1,ari,201700143.0,7,lan
6,bal,201700144.0,4,tor
2,cha,201700145.0,1,min
2,col,201700146.0,8,sfn
7,det,201700147.0,6,cle
7,hou,201700148.0,2,oak
10,mil,201700149.0,4,cin
2,nyn,201700150.0,3,mia
2,phi,201700151.0,3,was
4,pit,201700152.0,2,chn
2,sdn,201700153.0,5,atl
3,sln,201700154.0,4,nya
10,tba,201700155.0,5,bos
1,tex,201700156.0,2,sea
2,ana,201700157.0,3,kca
4,ari,201700158.0,8,lan
1,bal,201700159.0,2,tor
0,cha,201700160.0,6,min
5,col,201700161.0,0,sfn
6,det,201700162.0,13,cle
10,hou,201700163.0,6,oak
5,mil,201700164.0,7,cin
4,nyn,201700165.0,5,mia
4,phi,201700166.0,2,was
8,pit,201700167.0,7,chn
2,sdn,201700168.0,4,atl
2,sln,201700169.0,3,nya
1,tba,201700170.0,2,bos
0,tex,201700171.0,5,sea
0,ana,201700172.0,1,kca
3,ari,201700173.0,1,lan
11,bal,201700174.0,4,tor
3,cha,201700175.0,1,min
4,col,201700176.0,3,sfn
4,det,201700177.0,1,cle
4,mil,201700178.0,2,cin
2,nyn,201700179.0,4,mia
4,phi,201700180.0,6,was
6,pit,201700181.0,1,chn
2,sdn,201700182.0,9,atl
3,sln,201700183.0,9,nya
5,tba,201700184.0,7,bos
7,tex,201700185.0,8,sea
0,ana,201700186.0,3,hou
4,ari,201700187.0,2,lan
4,cha,201700188.0,7,nya
3,cle,201700189.0,1,min
1,mia,201700190.0,6,sea
6,mil,201700191.0,3,chn
1,pit,201700192.0,2,sln
4,sdn,201700193.0,5,atl
3,tba,201700194.0,4,bos
7,tex,201700195.0,0,oak
5,ana,201700196.0,2,hou
11,ari,201700197.0,2,sdn
3,bal,201700198.0,9,cin
8,bos,201700199.0,7,tor
4,cha,201700200.0,1,nya
11,cle,201700201.0,4,min
4,col,201700202.0,3,lan
1,det,201700203.0,5,tba
5,mia,201700204.0,0,sea
7,mil,201700205.0,9,chn
6,phi,201700206.0,2,nyn
1,pit,201700207.0,2,sln
2,sfn,201700208.0,1,kca
2,tex,201700209.0,4,oak
3,was,201700210.0,1,atl
1,ana,201700211.0,5,hou
0,ari,201700212.0,1,sdn
2,bal,201700213.0,0,cin
0,bos,201700214.0,3,tor
1,cha,201700215.0,9,nya
2,col,201700216.0,4,lan
7,det,201700217.0,8,tba
5,mia,201700218.0,10,sea
4,mil,201700219.0,7,chn
4,phi,201700220.0,5,nyn
1,pit,201700221.0,2,sln
0,sfn,201700222.0,2,kca
1,tex,201700223.0,9,oak
14,was,201700224.0,4,atl
1,ana,201700225.0,2,hou
1,ari,201700226.0,4,sdn
2,bal,201700227.0,1,cin
4,bos,201700228.0,1,tor
6,cle,201700229.0,2,min
1,det,201700230.0,8,tba
0,kca,201700231.0,1,tex
6,phi,201700232.0,4,nyn
6,sea,201700233.0,9,oak
5,sln,201700234.0,7,mil
3,was,201700235.0,2,atl
3,atl,201700236.0,4,phi
0,bos,201700237.0,2,bal
6,chn,201700238.0,5,cin
3,cle,201700239.0,0,cha
3,det,201700240.0,6,min
6,hou,201700241.0,3,tba
2,kca,201700242.0,6,tex
5,lan,201700243.0,13,ari
3,mia,201700244.0,5,sdn
3,nya,201700245.0,6,pit
1,sea,201700246.0,3,oak
5,sfn,201700247.0,6,col
6,sln,201700248.0,3,mil
8,tor,201700249.0,7,ana
4,was,201700250.0,3,nyn
3,atl,201700251.0,4,phi
2,bos,201700252.0,4,bal
12,chn,201700253.0,8,cin
7,cle,201700254.0,0,cha
5,det,201700255.0,4,min
3,hou,201700256.0,6,tba
1,kca,201700257.0,2,tex
5,lan,201700258.0,11,ari
6,mia,201700259.0,3,sdn
11,nya,201700260.0,5,pit
3,sea,201700261.0,4,oak
3,sfn,201700262.0,12,col
4,sln,201700263.0,1,mil
4,tor,201700264.0,5,ana
3,was,201700265.0,1,nyn
2,atl,201700266.0,5,phi
6,bos,201700267.0,2,bal
5,chn,201700268.0,7,cin
2,cle,201700269.0,6,cha
13,det,201700270.0,4,min
6,hou,201700271.0,4,tba
2,kca,201700272.0,5,tex
6,lan,201700273.0,2,ari
7,mia,201700274.0,3,sdn
1,nya,201700275.0,2,pit
11,sea,201700276.0,1,oak
0,sfn,201700277.0,8,col
6,sln,201700278.0,4,mil
6,tor,201700279.0,2,ana
6,was,201700280.0,3,nyn
14,chn,201700281.0,3,pit
7,cin,201700282.0,11,mil
1,kca,201700283.0,12,cha
1,lan,201700284.0,2,sfn
3,min,201700285.0,2,tex
6,sdn,201700286.0,7,ari
3,tba,201700287.0,6,bal
1,tor,201700288.0,2,ana
4,was,201700289.0,8,col
1,chn,201700290.0,0,pit
1,cin,201700291.0,9,mil
4,hou,201700292.0,2,cle
5,kca,201700293.0,10,cha
2,lan,201700294.0,1,sfn
8,min,201700295.0,1,tex
1,oak,201700296.0,2,ana
3,sdn,201700297.0,9,ari
9,sea,201700298.0,19,det
2,tba,201700299.0,0,bal
6,tor,201700300.0,5,sln
15,was,201700301.0,12,col
8,atl,201700302.0,2,nyn
5,chn,201700303.0,6,pit
4,cin,201700304.0,9,mil
6,hou,201700305.0,7,cle
2,kca,201700306.0,5,cha
3,lan,201700307.0,4,sfn
4,mia,201700308.0,7,phi
3,min,201700309.0,14,tex
3,nya,201700310.0,1,bos
5,oak,201700311.0,8,ana
8,sdn,201700312.0,5,ari
8,sea,201700313.0,0,det
4,tba,201700314.0,5,bal
11,was,201700315.0,4,col
7,atl,201700316.0,5,nyn
3,hou,201700317.0,4,cle
5,lan,201700318.0,1,sfn
2,mia,201700319.0,3,phi
3,nya,201700320.0,0,bos
1,oak,201700321.0,2,ana
2,sdn,201700322.0,6,ari
2,sea,201700323.0,1,det
4,tor,201700324.0,8,sln
4,tor,201700325.0,6,sln
16,was,201700326.0,5,col
6,ana,201700327.0,3,tex
10,atl,201700328.0,8,mil
11,bal,201700329.0,14,nya
7,cha,201700330.0,3,det
4,chn,201700331.0,5,bos
5,cin,201700332.0,7,sln
3,col,201700333.0,1,ari
6,min,201700334.0,4,kca
7,nyn,201700335.0,5,was
4,oak,201700336.0,9,hou
3,phi,201700337.0,5,lan
12,pit,201700338.0,2,mia
3,sdn,201700339.0,4,sfn
3,sea,201700340.0,1,cle
7,tba,201700341.0,4,tor
3,ana,201700342.0,6,tex
11,atl,201700343.0,3,mil
4,bal,201700344.0,12,nya
6,cha,201700345.0,4,det
7,chn,201700346.0,4,bos
7,col,201700347.0,6,ari
5,nyn,201700348.0,3,was
2,oak,201700349.0,1,hou
5,phi,201700350.0,6,lan
4,pit,201700351.0,0,mia
12,sdn,201700352.0,4,sfn
3,sea,201700353.0,4,cle
1,tba,201700354.0,4,tor
5,ana,201700355.0,2,tex
3,atl,201700356.0,4,mil
7,bal,201700357.0,4,nya
3,cha,201700358.0,7,det
2,chn,201700359.0,6,bos
5,cin,201700360.0,4,sln
0,col,201700361.0,2,ari
7,min,201700362.0,5,kca
5,nyn,201700363.0,23,was
2,oak,201700364.0,7,hou
3,phi,201700365.0,5,lan
3,pit,201700366.0,10,mia
5,sdn,201700367.0,2,sfn
4,sea,201700368.0,12,cle
1,tba,201700369.0,3,tor
5,bal,201700370.0,2,bos
1,cha,201700371.0,6,kca
1,cle,201700372.0,7,det
7,mil,201700373.0,5,sln
7,nyn,201700374.0,5,atl
10,phi,201700375.0,2,chn
3,pit,201700376.0,4,cin
4,sfn,201700377.0,3,lan
4,tba,201700378.0,2,mia
2,tex,201700379.0,6,hou
7,tor,201700380.0,1,nya
6,ana,201700381.0,4,sea
6,ari,201700382.0,3,was
2,bal,201700383.0,5,bos
6,cha,201700384.0,0,kca
2,cle,201700385.0,5,det
2,col,201700386.0,6,sdn
1,mil,201700387.0,2,sln
7,nyn,201700388.0,9,atl
1,oak,201700389.0,9,min
3,phi,201700390.0,8,chn
12,pit,201700391.0,3,cin
5,sfn,201700392.0,13,lan
3,tba,201700393.0,1,mia
7,tex,201700394.0,8,hou
5,tor,201700395.0,11,nya
7,ana,201700396.0,8,sea
1,ari,201700397.0,2,was
2,bal,201700398.0,4,bos
1,cha,201700399.0,6,kca
3,cle,201700400.0,2,det
11,col,201700401.0,3,sdn
10,mia,201700402.0,6,tba
16,nyn,201700403.0,5,atl
4,oak,201700404.0,7,min
4,phi,201700405.0,5,chn
2,pit,201700406.0,7,cin
4,sfn,201700407.0,1,lan
1,tex,201700408.0,10,hou
6,tor,201700409.0,8,nya
3,ana,201700410.0,11,sea
2,ari,201700411.0,4,was
8,bal,201700412.0,3,bos
8,cha,201700413.0,3,kca
3,col,201700414.0,2,sdn
1,mia,201700415.0,5,tba
5,mil,201700416.0,4,sln
3,nyn,201700417.0,1,atl
8,oak,201700418.0,5,min
4,phi,201700419.0,5,chn
2,pit,201700420.0,4,cin
10,tex,201700421.0,4,hou
6,ari,201700422.0,3,col
3,bos,201700423.0,4,min
2,cha,201700424.0,4,bal
1,cle,201700425.0,3,kca
7,det,201700426.0,2,oak
7,hou,201700427.0,6,ana
8,lan,201700428.0,2,sdn
7,mia,201700429.0,8,nyn
0,mil,201700430.0,4,pit
3,nya,201700431.0,2,chn
3,sfn,201700432.0,13,cin
10,sln,201700433.0,0,atl
3,tex,201700434.0,1,sea
8,tor,201700435.0,4,tba
4,was,201700436.0,2,phi
1,ari,201700437.0,9,col
11,bos,201700438.0,1,min
5,cha,201700439.0,6,bal
3,cle,201700440.0,1,kca
5,det,201700441.0,6,oak
1,hou,201700442.0,2,ana
10,lan,201700443.0,2,sdn
3,mia,201700444.0,11,nyn
1,mil,201700445.0,2,pit
11,nya,201700446.0,6,chn
2,sfn,201700447.0,14,cin
5,sln,201700448.0,3,atl
2,tex,201700449.0,8,sea
1,tor,201700450.0,6,tba
6,was,201700451.0,2,phi
2,ari,201700452.0,5,col
17,bos,201700453.0,6,min
0,cha,201700454.0,4,bal
1,cle,201700455.0,0,kca
6,det,201700456.0,8,oak
5,hou,201700457.0,3,ana
7,mia,201700458.0,0,nyn
6,mil,201700459.0,2,pit
5,nya,201700460.0,4,chn
0,sfn,201700461.0,4,cin
6,sln,201700462.0,4,atl
3,tex,201700463.0,4,sea
2,tor,201700464.0,1,tba
5,was,201700465.0,6,phi
2,ana,201700466.0,3,oak
2,cle,201700467.0,4,tor
7,kca,201700468.0,3,tba
10,nya,201700469.0,4,cin
1,pit,201700470.0,12,lan
3,sfn,201700471.0,4,nyn
9,sln,201700472.0,4,mia
1,tex,201700473.0,5,sdn
4,was,201700474.0,6,bal
7,ana,201700475.0,3,oak
3,atl,201700476.0,8,hou
7,bos,201700477.0,11,mil
4,chn,201700478.0,10,col
8,chn,201700479.0,1,col
6,cle,201700480.0,0,tor
7,det,201700481.0,3,ari
7,kca,201700482.0,6,tba
7,min,201700483.0,2,cha
3,nya,201700484.0,5,cin
3,pit,201700485.0,4,lan
10,sea,201700486.0,9,phi
1,sfn,201700487.0,6,nyn
6,sln,201700488.0,5,mia
11,tex,201700489.0,0,sdn
4,was,201700490.0,5,bal
1,ana,201700491.0,3,oak
2,atl,201700492.0,4,hou
6,bal,201700493.0,7,was
4,bos,201700494.0,7,mil
0,chn,201700495.0,3,col
7,cle,201700496.0,8,tor
1,det,201700497.0,7,ari
1,kca,201700498.0,12,tba
2,pit,201700499.0,5,lan
3,sdn,201700500.0,4,tex
11,sea,201700501.0,6,phi
6,sfn,201700502.0,5,nyn
7,sln,201700503.0,5,mia
4,bos,201700504.0,1,mil
3,cin,201700505.0,2,sfn
7,det,201700506.0,1,ana
3,hou,201700507.0,2,nya
6,kca,201700508.0,0,tba
7,lan,201700509.0,10,col
7,min,201700510.0,6,cha
1,pit,201700511.0,2,ari
2,sdn,201700512.0,5,tex
2,sea,201700513.0,7,tor
8,atl,201700514.0,4,mia
2,bal,201700515.0,3,kca
3,chn,201700516.0,2,sln
2,cin,201700517.0,3,sfn
0,det,201700518.0,7,ana
5,hou,201700519.0,1,nya
6,lan,201700520.0,2,col
1,min,201700521.0,0,cle
4,nyn,201700522.0,7,mil
2,oak,201700523.0,5,tex
4,pit,201700524.0,11,ari
6,sdn,201700525.0,3,cha
0,sea,201700526.0,4,tor
5,tba,201700527.0,4,bos
3,atl,201700528.0,1,mia
3,bal,201700529.0,4,kca
3,chn,201700530.0,5,sln
1,cin,201700531.0,3,sfn
4,det,201700532.0,3,ana
4,lan,201700533.0,0,col
4,min,201700534.0,1,cle
4,nyn,201700535.0,11,mil
5,oak,201700536.0,6,tex
4,phi,201700537.0,6,was
4,pit,201700538.0,3,ari
4,sdn,201700539.0,5,cha
2,sea,201700540.0,7,tor
3,tba,201700541.0,6,bos
1,atl,201700542.0,3,mia
8,bal,201700543.0,9,kca
0,chn,201700544.0,5,sln
3,cin,201700545.0,8,sfn
1,det,201700546.0,4,ana
6,hou,201700547.0,11,nya
10,hou,201700548.0,7,nya
6,lan,201700549.0,9,col
3,min,201700550.0,8,cle
9,nyn,201700551.0,11,mil
4,oak,201700552.0,6,tex
4,phi,201700553.0,3,was
5,phi,201700554.0,6,was
6,pit,201700555.0,4,ari
3,sdn,201700556.0,9,cha
2,sea,201700557.0,3,tor
11,tba,201700558.0,2,bos
10,atl,201700559.0,6,tor
3,cha,201700560.0,5,ana
7,hou,201700561.0,2,mia
4,lan,201700562.0,8,sfn
5,mil,201700563.0,6,sdn
3,nyn,201700564.0,7,ari
5,oak,201700565.0,6,sea
7,tba,201700566.0,8,cle
9,atl,201700567.0,5,tor
13,bal,201700568.0,11,det
6,bos,201700569.0,3,sln
6,cha,201700570.0,7,ana
5,cin,201700571.0,9,chn
7,col,201700572.0,3,min
12,hou,201700573.0,2,mia
1,lan,201700574.0,2,sfn
6,mil,201700575.0,2,sdn
7,nya,201700576.0,1,kca
4,nyn,201700577.0,5,ari
9,oak,201700578.0,6,sea
1,phi,201700579.0,5,tex
6,tba,201700580.0,4,cle
8,was,201700581.0,4,pit
4,bal,201700582.0,5,det
5,bos,201700583.0,4,sln
8,cha,201700584.0,12,ana
5,cin,201700585.0,7,chn
3,hou,201700586.0,0,mia
6,lan,201700587.0,1,sfn
3,mil,201700588.0,1,sdn
11,nya,201700589.0,7,kca
4,nyn,201700590.0,5,ari
0,oak,201700591.0,4,sea
3,phi,201700592.0,9,tex
7,tba,201700593.0,4,cle
4,tor,201700594.0,8,atl
1,was,201700595.0,6,pit
5,bal,201700596.0,6,det
3,bos,201700597.0,8,oak
4,cha,201700598.0,5,sea
5,cin,201700599.0,9,chn
5,col,201700600.0,1,min
0,col,201700601.0,2,min
2,mia,201700602.0,7,lan
4,mil,201700603.0,2,sdn
1,nya,201700604.0,5,kca
4,phi,201700605.0,8,tex
9,tor,201700606.0,0,atl
4,was,201700607.0,10,pit
0,ana,201700608.0,3,nyn
10,ari,201700609.0,1,sdn
2,bos,201700610.0,3,oak
2,cha,201700611.0,1,sea
5,cle,201700612.0,3,hou
12,col,201700613.0,6,cin
3,kca,201700614.0,4,min
2,mia,201700615.0,7,lan
6,mil,201700616.0,3,chn
4,nya,201700617.0,5,tba
7,phi,201700618.0,2,pit
6,sfn,201700619.0,5,sln
5,tex,201700620.0,3,det
3,tor,201700621.0,5,bal
4,was,201700622.0,7,atl
5,ana,201700623.0,7,nyn
9,ari,201700624.0,1,sdn
3,bos,201700625.0,8,oak
16,cha,201700626.0,1,sea
3,cle,201700627.0,0,hou
8,col,201700628.0,12,cin
10,mia,201700629.0,6,lan
5,nya,201700630.0,9,tba
3,phi,201700631.0,6,pit
3,sfn,201700632.0,1,sln
3,tex,201700633.0,9,det
5,tor,201700634.0,7,bal
2,was,201700635.0,5,atl
12,ana,201700636.0,5,nyn
1,ari,201700637.0,5,sdn
12,bos,201700638.0,3,oak
8,cha,201700639.0,1,sea
8,cle,201700640.0,6,hou
6,col,201700641.0,4,cin
6,kca,201700642.0,4,min
4,kca,201700643.0,8,min
3,mia,201700644.0,6,lan
6,mil,201700645.0,13,chn
3,nya,201700646.0,2,tba
0,phi,201700647.0,1,pit
3,sfn,201700648.0,8,sln
5,tex,201700649.0,2,det
3,tor,201700650.0,1,bal
3,was,201700651.0,2,atl
3,ana,201700652.0,2,tba
1,cha,201700653.0,5,ari
1,cle,201700654.0,5,cin
8,col,201700655.0,1,phi
0,det,201700656.0,1,hou
2,kca,201700657.0,4,nya
14,min,201700658.0,7,bal
2,pit,201700659.0,5,atl
6,sfn,201700660.0,4,chn
4,ana,201700661.0,0,tba
4,cha,201700662.0,5,ari
8,cle,201700663.0,7,cin
8,col,201700664.0,2,phi
2,det,201700665.0,6,hou
6,kca,201700666.0,2,nya
11,mia,201700667.0,9,oak
2,min,201700668.0,0,bal
5,pit,201700669.0,6,atl
3,sdn,201700670.0,9,nyn
1,sea,201700671.0,10,was
1,sfn,201700672.0,4,chn
1,sln,201700673.0,2,lan
6,tex,201700674.0,11,bos
4,tor,201700675.0,3,mil
2,ana,201700676.0,5,tba
6,cha,201700677.0,8,ari
4,cin,201700678.0,3,cle
7,col,201700679.0,2,phi
6,det,201700680.0,3,hou
0,kca,201700681.0,3,nya
1,mia,201700682.0,4,oak
4,min,201700683.0,3,bal
12,pit,201700684.0,5,atl
6,sdn,201700685.0,5,nyn
1,sea,201700686.0,5,was
4,sfn,201700687.0,5,chn
6,sln,201700688.0,1,lan
4,tex,201700689.0,9,bos
8,tor,201700690.0,4,mil
0,ana,201700691.0,4,tba
4,ari,201700692.0,0,mil
1,col,201700693.0,2,phi
6,det,201700694.0,7,hou
9,pit,201700695.0,4,atl
4,sdn,201700696.0,3,nyn
4,sea,201700697.0,2,was
1,sfn,201700698.0,5,chn
3,sln,201700699.0,7,lan
2,tex,201700700.0,6,bos
5,ana,201700701.0,8,mia
4,ari,201700702.0,2,mil
2,atl,201700703.0,0,sfn
0,bal,201700704.0,2,hou
0,chn,201700705.0,4,lan
5,cin,201700706.0,2,phi
2,det,201700707.0,8,cha
6,kca,201700708.0,4,cle
8,nyn,201700709.0,1,pit
4,oak,201700710.0,1,nya
1,sdn,201700711.0,5,was
0,sea,201700712.0,3,bos
0,sln,201700713.0,10,col
5,tba,201700714.0,2,min
6,tex,201700715.0,7,tor
5,ana,201700716.0,2,mia
1,ari,201700717.0,6,mil
3,atl,201700718.0,6,sfn
2,bal,201700719.0,5,hou
0,chn,201700720.0,5,lan
3,cin,201700721.0,4,phi
0,det,201700722.0,3,cha
4,det,201700723.0,3,cha
5,kca,201700724.0,2,cle
4,nyn,201700725.0,5,pit
2,oak,201700726.0,3,nya
0,sdn,201700727.0,3,was
0,sea,201700728.0,6,bos
3,sln,201700729.0,0,col
3,tba,201700730.0,5,min
1,tex,201700731.0,3,tor
2,ana,201700732.0,9,mia
5,ari,201700733.0,9,mil
1,atl,201700734.0,7,sfn
4,bal,201700735.0,8,hou
4,chn,201700736.0,9,lan
8,cin,201700737.0,4,phi
3,det,201700738.0,7,cha
1,kca,201700739.0,10,cle
7,nyn,201700740.0,2,pit
5,oak,201700741.0,9,nya
5,sdn,201700742.0,3,was
5,sea,201700743.0,0,bos
4,sln,201700744.0,8,col
8,tba,201700745.0,6,min
3,tex,201700746.0,1,tor
3,ari,201700747.0,4,pit
6,atl,201700748.0,3,ana
4,bos,201700749.0,5,cha
2,chn,201700750.0,5,sdn
2,cin,201700751.0,17,tor
10,det,201700752.0,7,kca
16,hou,201700753.0,8,min
5,lan,201700754.0,1,sln
2,mil,201700755.0,4,nyn
2,nya,201700756.0,3,bal
3,oak,201700757.0,5,cle
1,phi,201700758.0,4,mia
6,sea,201700759.0,5,col
10,tba,201700760.0,8,tex
3,was,201700761.0,0,sfn
3,ari,201700762.0,0,pit
3,atl,201700763.0,9,ana
13,bos,201700764.0,7,cha
2,chn,201700765.0,6,sdn
4,cin,201700766.0,6,tor
0,det,201700767.0,1,kca
7,hou,201700768.0,2,min
9,lan,201700769.0,4,sln
4,mil,201700770.0,5,nyn
8,nya,201700771.0,3,bal
4,oak,201700772.0,9,cle
2,phi,201700773.0,7,mia
10,sea,201700774.0,4,col
5,tba,201700775.0,9,tex
6,was,201700776.0,3,sfn
6,ari,201700777.0,5,pit
1,atl,201700778.0,2,ana
4,bos,201700779.0,1,cha
1,chn,201700780.0,2,sdn
4,cin,201700781.0,5,tor
0,col,201700782.0,5,sea
6,det,201700783.0,5,kca
17,hou,201700784.0,6,min
1,lan,201700785.0,2,sln
7,mil,201700786.0,1,nyn
4,nya,201700787.0,10,bal
3,oak,201700788.0,1,cle
2,phi,201700789.0,10,mia
7,tba,201700790.0,5,tex
3,was,201700791.0,1,sfn
3,ari,201700792.0,2,mia
5,bos,201700793.0,7,bal
6,col,201700794.0,3,sea
0,lan,201700795.0,2,sln
2,mil,201700796.0,1,nyn
4,min,201700797.0,2,ana
12,nya,201700798.0,2,tor
0,oak,201700799.0,8,cle
5,ari,201700800.0,7,mia
2,atl,201700801.0,3,cin
2,bos,201700802.0,3,bal
5,cha,201700803.0,15,det
0,cle,201700804.0,4,kca
5,col,201700805.0,8,sdn
7,hou,201700806.0,1,tex
2,lan,201700807.0,1,mil
11,min,201700808.0,5,ana
5,nya,201700809.0,7,tor
12,pit,201700810.0,7,nyn
10,sfn,201700811.0,0,phi
2,sln,201700812.0,3,chn
4,tba,201700813.0,12,sea
13,was,201700814.0,3,oak
0,ari,201700815.0,3,mia
6,atl,201700816.0,5,cin
5,bos,201700817.0,2,bal
1,cha,201700818.0,10,det
5,cle,201700819.0,12,kca
10,col,201700820.0,1,sdn
6,hou,201700821.0,5,tex
10,lan,201700822.0,8,mil
2,min,201700823.0,7,ana
7,nya,201700824.0,0,tor
2,pit,201700825.0,4,nyn
3,sfn,201700826.0,5,phi
3,sln,201700827.0,5,chn
2,tba,201700828.0,9,sea
4,was,201700829.0,10,oak
5,ari,201700830.0,6,mia
13,atl,201700831.0,8,cin
7,bos,201700832.0,3,bal
4,cha,201700833.0,7,det
8,cle,201700834.0,0,kca
3,col,201700835.0,1,sdn
7,hou,201700836.0,2,tex
0,lan,201700837.0,3,mil
3,min,201700838.0,2,ana
2,nya,201700839.0,3,tor
11,pit,201700840.0,1,nyn
7,sfn,201700841.0,9,phi
6,sln,201700842.0,7,chn
1,tba,201700843.0,7,sea
11,was,201700844.0,10,oak
7,hou,201700845.0,3,kca
1,mia,201700846.0,3,chn
11,phi,201700847.0,4,atl
7,sfn,201700848.0,2,mil
2,sln,201700849.0,4,cin
3,tor,201700850.0,5,oak
4,was,201700851.0,2,lan
5,ana,201700852.0,3,det
5,bos,201700853.0,4,nya
4,cha,201700854.0,2,tba
3,cle,201700855.0,11,col
7,hou,201700856.0,9,kca
2,mia,201700857.0,10,chn
3,min,201700858.0,12,sea
8,nyn,201700859.0,10,tex
3,phi,201700860.0,1,atl
5,pit,201700861.0,6,bal
2,sdn,201700862.0,10,ari
2,sfn,201700863.0,5,mil
1,sln,201700864.0,13,cin
1,tor,201700865.0,4,oak
2,was,201700866.0,1,lan
0,ana,201700867.0,4,det
0,bos,201700868.0,8,nya
1,cha,201700869.0,3,tba
1,cle,201700870.0,8,col
5,hou,201700871.0,7,kca
6,mia,201700872.0,5,chn
5,min,201700873.0,6,sea
4,nyn,201700874.0,3,tex
1,phi,201700875.0,14,atl
6,pit,201700876.0,9,bal
4,sdn,201700877.0,7,ari
3,sfn,201700878.0,6,mil
4,sln,201700879.0,6,cin
7,tor,201700880.0,5,oak
1,was,201700881.0,2,lan
11,ana,201700882.0,4,det
1,bal,201700883.0,6,was
1,bos,201700884.0,9,nya
5,cha,201700885.0,7,tba
4,col,201700886.0,1,chn
6,hou,201700887.0,1,kca
7,mia,201700888.0,1,pit
2,min,201700889.0,1,sea
1,phi,201700890.0,3,atl
3,sdn,201700891.0,15,ari
9,sfn,201700892.0,5,mil
2,sln,201700893.0,5,cin
9,ana,201700894.0,4,hou
2,bal,201700895.0,8,nya
3,cha,201700896.0,7,cle
2,cin,201700897.0,7,lan
5,col,201700898.0,3,chn
3,det,201700899.0,5,bos
3,kca,201700900.0,6,sdn
12,mia,201700901.0,7,pit
8,mil,201700902.0,6,ari
4,min,201700903.0,0,sfn
2,nyn,201700904.0,3,atl
4,oak,201700905.0,13,tba
2,phi,201700906.0,3,sln
5,tex,201700907.0,2,was
2,tor,201700908.0,4,sea
1,ana,201700909.0,3,hou
3,bal,201700910.0,16,nya
5,cha,201700911.0,3,cle
4,cin,201700912.0,5,lan
9,col,201700913.0,1,chn
3,det,201700914.0,11,bos
12,kca,201700915.0,6,sdn
6,mia,201700916.0,7,pit
2,mil,201700917.0,3,ari
3,min,201700918.0,2,sfn
6,nyn,201700919.0,1,atl
8,nyn,201700920.0,1,atl
5,oak,201700921.0,6,tba
7,oak,201700922.0,2,tba
0,phi,201700923.0,7,sln
6,tex,201700924.0,3,was
4,tor,201700925.0,2,sea
12,ana,201700926.0,6,hou
3,bal,201700927.0,14,nya
2,cha,201700928.0,4,cle
7,cin,201700929.0,9,lan
5,col,201700930.0,7,chn
8,det,201700931.0,3,bos
8,kca,201700932.0,3,sdn
1,mia,201700933.0,3,pit
1,mil,201700934.0,11,ari
8,min,201700935.0,13,sfn
2,nyn,201700936.0,1,atl
4,oak,201700937.0,5,tba
5,phi,201700938.0,6,sln
5,tex,201700939.0,1,was
4,tor,201700940.0,0,sea
11,atl,201700941.0,10,was
7,bal,201700942.0,10,cha
1,chn,201700943.0,6,nyn
3,cin,201700944.0,9,sdn
2,col,201700945.0,7,pit
5,nya,201700946.0,3,ana
5,phi,201700947.0,6,bos
14,sea,201700948.0,3,min
6,tex,201700949.0,1,hou
7,ari,201700950.0,6,det
5,atl,201700951.0,10,was
1,bal,201700952.0,6,cha
14,chn,201700953.0,3,nyn
2,cin,201700954.0,6,sdn
2,col,201700955.0,5,pit
8,kca,201700956.0,1,sfn
7,lan,201700957.0,5,cle
0,mil,201700958.0,6,sln
8,mil,201700959.0,5,sln
2,nya,201700960.0,3,ana
1,oak,201700961.0,8,mia
3,phi,201700962.0,4,bos
7,sea,201700963.0,20,min
8,tba,201700964.0,1,tor
4,tex,201700965.0,2,hou
2,ari,201700966.0,1,det
13,atl,201700967.0,2,was
10,bal,201700968.0,6,cha
7,bos,201700969.0,3,phi
4,chn,201700970.0,9,nyn
2,cin,201700971.0,4,sdn
5,col,201700972.0,1,pit
7,kca,201700973.0,2,sfn
6,lan,201700974.0,4,cle
7,mil,201700975.0,6,sln
5,nya,201700976.0,7,ana
6,oak,201700977.0,11,mia
6,sea,201700978.0,4,min
6,tba,201700979.0,7,tor
2,tex,201700980.0,13,hou
2,bal,201700981.0,5,cha
0,bos,201700982.0,1,phi
7,kca,201700983.0,2,ana
5,lan,201700984.0,12,cle
6,mil,201700985.0,4,sln
7,nya,201700986.0,8,oak
2,sea,201700987.0,6,min
9,sfn,201700988.0,10,col
3,tba,201700989.0,5,det
8,was,201700990.0,3,nyn
5,ari,201700991.0,4,phi
2,bos,201700992.0,1,hou
11,cha,201700993.0,4,tor
9,chn,201700994.0,5,pit
8,cle,201700995.0,1,min
3,kca,201700996.0,1,ana
3,lan,201700997.0,1,cin
5,mia,201700998.0,0,atl
6,nya,201700999.0,7,oak
5,sdn,201701000.0,6,mil
4,sea,201701001.0,10,tex
8,sfn,201701002.0,10,col
11,sln,201701003.0,2,bal
4,tba,201701004.0,13,det
7,was,201701005.0,2,nyn
5,ari,201701006.0,1,phi
1,bos,201701007.0,7,hou
5,cha,201701008.0,2,tor
3,chn,201701009.0,4,pit
9,cle,201701010.0,3,min
6,cle,201701011.0,2,min
0,kca,201701012.0,9,ana
10,lan,201701013.0,2,cin
7,mia,201701014.0,8,atl
2,nya,201701015.0,5,oak
7,sdn,201701016.0,5,mil
4,sea,201701017.0,10,tex
1,sfn,201701018.0,5,col
7,sln,201701019.0,15,bal
